carat,depth,table,x,y,z,cut,price
0.29,60.2,59,4.27,4.3,2.58,2,541
0.31,63.6,55,4.27,4.32,2.73,2,541
0.3,61.7,56,4.32,4.35,2.67,2,541
0.8,63.9,57,5.86,5.84,3.74,1,2189
0.6,61.2,56,5.45,5.44,3.33,4,2189
0.73,60.6,59,5.81,5.77,3.51,3,2190
0.6,61.2,56,5.43,5.45,3.33,4,2190
0.71,62.3,57,5.66,5.74,3.55,4,2190
0.74,59.3,61,5.87,5.97,3.51,1,2190
0.7,57.9,63,5.8,5.84,3.37,1,2190
0.73,58.1,62,5.92,5.93,3.44,1,2191
0.7,63.7,55,5.62,5.69,3.6,2,2192
0.7,63.7,61,5.6,5.64,3.58,1,2192
0.5,61.7,57,5.11,5.13,3.16,4,2192
0.57,61.8,55,5.34,5.39,3.32,4,2192
0.58,60.6,57,5.4,5.45,3.29,4,2192
0.58,62.9,54,5.34,5.31,3.35,4,2192
0.58,61.8,55,5.39,5.35,3.32,3,2192
0.61,62.7,57,5.43,5.36,3.38,3,2192
0.58,57.9,56,5.52,5.49,3.19,0,2192
0.58,59.6,59,5.43,5.38,3.22,3,2192
0.58,61.4,58,5.37,5.34,3.29,3,2192
0.59,62.1,55,5.38,5.41,3.35,4,2193
0.57,61,56,5.36,5.4,3.28,4,2193
0.76,65.5,59,5.75,5.66,3.74,0,2193
0.74,62.9,57,5.79,5.76,3.63,3,2193
0.74,66.3,63,5.63,5.5,3.69,0,2193
0.7,62.4,60,5.72,5.63,3.54,3,2194
0.71,59.5,57,5.86,5.78,3.46,4,2194
0.7,60.7,58,5.73,5.77,3.49,2,2195
0.83,63.8,58,5.95,5.97,3.8,1,2195
0.57,62.2,56,5.3,5.33,3.3,4,2195
0.51,62.4,63,5.05,5.08,3.16,1,2195
0.95,61.7,59,6.32,6.26,3.88,3,2195
0.73,62.8,55,5.71,5.75,3.6,2,2196
0.62,62.2,58,5.41,5.46,3.38,3,2196
0.7,61.3,57,5.76,5.79,3.54,4,2196
0.7,60.4,58,5.76,5.82,3.5,3,2196
0.7,62.7,57,5.63,5.67,3.54,2,2196
0.7,62.4,56,5.64,5.7,3.54,2,2196
0.7,62.3,58,5.67,5.72,3.55,3,2196
0.7,59.8,60,5.75,5.83,3.46,2,2196
0.7,62.1,59,5.68,5.72,3.54,3,2196
0.7,62.3,57,5.65,5.69,3.53,2,2196
0.7,62.6,56,5.66,5.72,3.56,2,2196
0.61,60,65,5.53,5.47,3.3,1,2196
0.51,61.8,56,5.11,5.15,3.16,4,2197
0.51,61.6,55,5.13,5.16,3.17,4,2197
0.73,62.2,57,5.74,5.78,3.58,2,2197
0.73,61.4,58,5.83,5.8,3.57,3,2197
0.73,61.8,62,5.78,5.72,3.55,3,2197
0.51,61.7,56,5.11,5.13,3.16,4,2197
0.62,61.1,56,5.48,5.52,3.36,4,2197
0.72,60.3,59,5.77,5.83,3.5,4,2197
0.54,60.2,59,5.27,5.3,3.18,2,2198
0.74,62.8,59,5.72,5.77,3.61,2,2198
0.72,63,58,5.68,5.71,3.59,2,2198
0.71,60.9,59,5.74,5.69,3.48,3,2198
0.71,63.2,56,5.66,5.61,3.56,2,2198
0.71,63.3,60,5.61,5.54,3.53,2,2198
0.71,64.6,60,5.62,5.59,3.62,0,2198
0.71,57,68,6.05,5.87,3.4,0,2198
0.71,63.3,58,5.68,5.66,3.59,2,2198
0.9,61.9,59,6.16,6.18,3.82,2,2199
0.81,61.8,57,6.02,5.96,3.7,3,2199
0.49,61.9,56,5.05,5.1,3.14,4,2199
0.79,59.1,57,6.08,6.06,3.59,3,2199
0.7,61.8,59,5.67,5.73,3.52,2,2200
0.59,62.9,56.7,5.37,5.39,3.38,2,2200
0.59,61.2,58,5.4,5.45,3.32,2,2200
0.7,61.5,55,5.72,5.76,3.53,2,2200
0.9,62.4,63,6.13,6.01,3.79,2,2200
0.78,62.8,56,5.9,5.86,3.69,3,2200
0.7,62.6,56,5.69,5.66,3.55,4,2200
0.83,60.7,57,6.08,6.05,3.68,4,2201
0.58,60,57,5.44,5.42,3.26,2,2201
0.71,62.7,59,5.65,5.67,3.55,2,2201
0.74,60.9,60,5.81,5.75,3.52,3,2201
0.6,61.9,55,5.4,5.42,3.35,4,2201
0.83,62.9,56,5.98,5.94,3.75,4,2201
0.7,62.8,59,5.56,5.61,3.51,2,2202
0.57,61.3,57,5.29,5.38,3.27,4,2202
0.57,61,54,5.39,5.43,3.3,4,2202
0.56,62,56,5.28,5.3,3.28,4,2202
0.71,63.1,57,5.68,5.58,3.55,2,2202
0.71,62.5,61,5.68,5.64,3.54,3,2202
0.8,61.6,60,5.94,5.88,3.64,3,2202
0.56,61.2,57,5.31,5.35,3.26,4,2202
0.61,62,56,5.43,5.48,3.38,4,2202
0.54,61.5,55,5.26,5.27,3.24,4,2202
0.7,61.6,56,5.69,5.71,3.51,4,2202
0.71,61.6,56,5.68,5.74,3.52,4,2202
0.69,60.8,64,5.77,5.66,3.47,1,2202
0.71,62.5,59,5.75,5.71,3.58,3,2202
0.51,61.1,58,5.19,5.16,3.16,3,2203
0.72,61.4,61,5.77,5.7,3.52,3,2203
0.51,60.5,59,5.17,5.15,3.12,3,2203
0.51,62.2,56,5.12,5.08,3.17,4,2203
0.72,65.9,57,5.6,5.54,3.67,0,2203
0.51,62.6,57,5.13,5.1,3.2,4,2203
0.51,62.4,57,5.12,5.08,3.18,4,2203
0.51,61.2,56,5.19,5.17,3.17,4,2203
0.51,61.2,56,5.19,5.17,3.17,4,2203
0.51,60,58,5.19,5.14,3.1,3,2203
0.52,61.7,56,5.17,5.22,3.2,2,2205
0.63,62.1,56,5.49,5.52,3.42,4,2205
0.76,61.2,57,5.86,5.91,3.6,2,2206
0.71,62.1,58,5.68,5.72,3.54,2,2206
0.71,62.4,57,5.66,5.69,3.54,2,2206
0.72,62.8,56,5.72,5.77,3.61,2,2206
1.01,58.4,60,6.53,6.48,3.8,3,2206
0.74,60.1,58,5.89,5.86,3.53,3,2206
0.5,61.7,55.7,5.09,5.12,3.13,4,2206
0.62,60.7,55,5.55,5.59,3.38,4,2206
0.57,60.7,55,5.36,5.34,3.25,4,2206
0.57,61.7,56,5.33,5.3,3.28,4,2206
0.57,61.7,54,5.41,5.32,3.31,4,2206
0.61,62.4,57,5.46,5.44,3.4,3,2207
0.71,62.4,62,5.67,5.64,3.53,3,2207
0.62,61.1,55,5.52,5.57,3.39,4,2207
0.61,61,57,5.49,5.53,3.36,4,2207
0.71,63.5,57,5.67,5.64,3.59,2,2207
0.71,62.5,60,5.75,5.68,3.57,3,2207
0.71,63.1,57,5.65,5.61,3.55,2,2207
0.71,63.5,57,5.67,5.63,3.59,2,2207
0.71,64,61,5.61,5.54,3.57,1,2207
0.71,64.7,60,5.54,5.46,3.56,0,2208
0.72,60.1,58,5.8,5.84,3.5,2,2208
0.51,60.9,57,5.16,5.21,3.16,4,2208
0.62,62,54.5,5.46,5.48,3.39,4,2208
0.51,61.4,54,5.18,5.24,3.2,4,2208
0.7,58.6,56,5.8,5.74,3.38,0,2208
0.71,62.1,58,5.72,5.68,3.54,3,2208
0.7,63.6,58,5.61,5.65,3.58,2,2209
0.7,62.8,58,5.64,5.69,3.56,2,2209
0.71,62.1,55,5.68,5.72,3.54,4,2209
0.51,61.7,57,5.11,5.14,3.16,4,2209
0.7,62.7,59,5.57,5.63,3.51,1,2209
0.71,63.1,56,5.62,5.69,3.57,2,2210
0.7,63.7,59,5.59,5.65,3.58,2,2210
0.65,61.6,58,5.56,5.6,3.44,4,2210
0.5,60.5,56,5.15,5.09,3.1,4,2210
0.5,61.3,59,5.05,5.1,3.11,4,2210
0.73,61.8,56,5.76,5.8,3.57,4,2210
0.54,60.3,55,5.29,5.33,3.2,4,2210
0.57,61,57,5.35,5.38,3.27,4,2210
0.5,60.4,54,5.23,5.17,3.14,4,2211
0.66,60.5,59,5.67,5.72,3.44,2,2211
0.51,61.4,59,5.1,5.16,3.15,2,2211
0.47,60.6,60,5.09,4.98,3.05,0,2211
0.51,62.8,56,5.13,5.15,3.23,4,2211
0.58,61.8,56,5.34,5.37,3.31,4,2211
0.58,61.6,57,5.34,5.37,3.3,4,2211
0.63,61,61,5.6,5.49,3.38,3,2211
0.63,63.1,58,5.49,5.44,3.45,2,2211
0.67,62.5,59,5.58,5.53,3.47,3,2211
0.7,63.5,56,5.64,5.45,3.52,1,2212
0.7,62.9,59,5.56,5.63,3.52,2,2212
0.72,61.2,62,5.75,5.72,3.51,3,2212
0.7,62.1,59,5.62,5.66,3.5,2,2213
0.7,61.8,60,5.65,5.71,3.51,3,2213
0.59,59.8,57,5.48,5.53,3.29,2,2214
0.71,64.3,63,5.63,5.56,3.6,1,2214
0.7,62.8,57,5.61,5.66,3.54,2,2214
0.61,62.2,56,5.43,5.41,3.37,4,2214
0.6,59.6,59,5.53,5.47,3.28,3,2214
0.75,61.9,55,5.89,5.84,3.63,3,2214
0.71,62.5,57,5.72,5.64,3.55,4,2215
0.71,63.9,56,5.62,5.59,3.58,1,2215
0.73,62,57,5.74,5.77,3.56,4,2215
0.64,60.9,57,5.56,5.58,3.39,4,2215
0.7,61.1,61,5.74,5.69,3.49,3,2215
0.71,57.8,60,5.86,5.83,3.38,1,2215
0.71,64.3,56,5.64,5.59,3.61,1,2215
0.71,62.8,61,5.64,5.59,3.53,3,2215
0.71,62.1,62,5.7,5.67,3.53,3,2215
0.71,58.5,58,5.87,5.82,3.42,3,2215
0.75,61,58,5.9,5.94,3.61,3,2216
0.54,61.2,55,5.25,5.27,3.22,4,2216
0.72,60.9,60,5.76,5.8,3.52,3,2216
0.52,61.8,56,5.2,5.17,3.2,4,2216
0.52,59.9,57,5.21,5.28,3.14,4,2217
0.57,61.9,57,5.31,5.35,3.3,4,2217
0.71,59.7,58,5.8,5.83,3.47,2,2218
0.72,61.9,59,5.67,5.71,3.52,2,2218
0.71,62.6,59,5.67,5.7,3.56,2,2218
0.7,63.7,59,5.53,5.59,3.54,1,2218
0.7,60.8,58,5.71,5.68,3.46,3,2218
0.7,63.9,58,5.57,5.51,3.54,1,2218
0.54,61.4,56,5.27,5.29,3.24,4,2218
0.73,62.4,56,5.74,5.77,3.59,4,2218
0.71,62.5,57,5.69,5.74,3.57,4,2218
0.7,61.4,59,5.67,5.64,3.47,3,2218
0.56,61.1,56,5.41,5.3,3.27,3,2218
0.71,61.4,56,5.73,5.79,3.53,2,2219
0.5,59.7,60,5.18,5.24,3.11,2,2219
0.51,62.4,58,5.1,5.13,3.19,2,2220
1.03,58.2,64,6.64,6.69,3.88,1,2220
0.52,60.9,56,5.21,5.24,3.18,4,2220
0.55,61.5,56,5.26,5.29,3.24,4,2220
0.71,62.1,58,5.64,5.72,3.53,2,2221
0.7,63.1,60,5.56,5.62,3.53,1,2221
0.64,60.5,58.1,5.59,5.62,3.39,2,2222
0.74,62.1,58,5.82,5.78,3.6,2,2222
0.64,61.9,56.8,5.55,5.6,3.45,4,2222
0.64,57.7,61,5.68,5.75,3.29,1,2222
0.66,62.7,55,5.6,5.57,3.5,4,2222
0.7,61.8,55,5.71,5.68,3.52,3,2222
0.51,62.6,57,5.06,5.1,3.18,2,2223
0.8,61.6,56,5.94,5.98,3.67,2,2224
0.7,61.8,60,5.61,5.65,3.48,2,2224
0.55,60.6,56,5.3,5.36,3.23,4,2224
0.64,60.7,59,5.58,5.62,3.4,4,2224
0.72,62,55,5.75,5.79,3.58,4,2224
0.68,62,59,5.67,5.65,3.51,3,2224
0.71,60.5,60,5.81,5.73,3.49,3,2224
0.71,63.3,57,5.65,5.69,3.59,2,2225
0.91,57.7,63,6.3,6.35,3.65,1,2225
0.61,61.7,56,5.46,5.43,3.36,4,2225
0.52,61.8,55,5.19,5.23,3.22,4,2225
0.71,61.1,58,5.7,5.75,3.5,2,2226
0.71,62.9,59,5.68,5.71,3.58,2,2226
0.71,60.3,61,5.76,5.79,3.48,4,2226
0.9,63.6,61,6.03,6.07,3.85,1,2226
0.71,58.7,61,5.73,5.78,3.38,1,2226
0.69,57.6,62,5.83,5.9,3.38,2,2227
0.76,59.8,57,5.93,5.91,3.54,3,2227
0.8,60.1,57,6.03,5.98,3.61,3,2227
0.58,62.4,57,5.36,5.32,3.33,4,2227
0.58,61.9,56,5.36,5.33,3.31,4,2227
0.58,60.3,57,5.47,5.44,3.29,4,2227
0.75,61.9,56,5.79,5.87,3.61,2,2228
0.78,63.1,56,5.88,5.82,3.69,2,2228
0.74,62,53,5.83,5.84,3.62,4,2229
0.7,57.5,58,5.8,5.85,3.35,1,2229
0.8,64,60,5.91,5.81,3.75,1,2229
0.72,63.9,62,5.7,5.63,3.62,1,2229
0.7,61.1,62,5.68,5.72,3.48,2,2230
0.7,61.9,57,5.66,5.75,3.53,4,2230
0.7,62.2,58,5.66,5.69,3.53,2,2230
0.7,62.2,57,5.67,5.74,3.55,4,2230
0.7,61.9,58,5.69,5.74,3.54,3,2230
0.7,61.8,58,5.67,5.72,3.52,2,2230
0.7,61.7,61,5.67,5.7,3.51,2,2230
0.7,61.6,55,5.66,5.7,3.5,2,2230
0.52,62,54,5.16,5.19,3.21,4,2230
0.53,62,58,5.16,5.2,3.21,4,2230
0.56,61,56,5.31,5.35,3.25,4,2230
0.7,60.6,58,5.73,5.78,3.49,2,2231
0.54,61,54,5.28,5.3,3.23,4,2231
0.54,61.6,56,5.23,5.26,3.23,4,2231
0.71,62.7,57,5.71,5.64,3.56,3,2231
0.82,63.4,55,5.96,5.93,3.77,2,2232
0.7,62.2,55,5.66,5.69,3.53,4,2232
0.7,62.5,56,5.66,5.7,3.55,4,2232
0.7,62.4,55,5.66,5.72,3.55,4,2232
0.7,62.6,55,5.66,5.69,3.55,4,2232
0.7,61.4,57,5.69,5.74,3.51,4,2232
0.72,62.4,55,5.72,5.76,3.58,4,2232
0.62,61.9,58,5.49,5.46,3.39,3,2232
0.71,62.3,59,5.68,5.71,3.55,4,2233
0.51,61.4,56,5.14,5.16,3.16,4,2233
0.71,60.6,57,5.72,5.8,3.49,4,2233
0.58,60.2,56,5.43,5.46,3.28,4,2233
0.7,62,61,5.68,5.71,3.53,2,2234
0.7,59.1,65,5.75,5.85,3.43,1,2234
0.75,62.3,57,5.79,5.73,3.59,3,2234
0.7,62.9,61,5.64,5.62,3.54,3,2234
0.7,61.3,58,5.67,5.69,3.48,4,2234
0.7,59.4,57,5.77,5.82,3.44,1,2234
0.73,62,56,5.8,5.75,3.58,4,2234
0.7,60.2,66,5.77,5.62,3.44,0,2234
0.7,59.6,58,5.79,5.72,3.43,3,2234
0.73,62.5,58,5.73,5.69,3.57,3,2234
0.7,59.5,58,5.82,5.72,3.44,3,2234
0.7,58.8,58,5.82,5.77,3.41,3,2234
0.73,59.3,59,5.91,5.87,3.49,3,2234
0.7,61.7,61,5.69,5.63,3.49,3,2234
0.71,63,54,5.73,5.69,3.6,4,2235
0.69,61.2,65.4,5.58,5.64,3.42,0,2235
0.71,59.7,60,5.84,5.79,3.47,3,2235
0.56,59.5,61,5.36,5.33,3.18,2,2236
0.5,61.5,57,5.09,5.12,3.14,4,2236
0.54,61.8,55,5.27,5.24,3.25,4,2236
0.54,60.7,56,5.3,5.25,3.2,3,2236
0.54,62.2,56,5.22,5.2,3.24,4,2236
0.61,60.3,56,5.52,5.55,3.34,4,2237
0.7,60.6,57.2,5.75,5.77,3.49,4,2237
0.71,62.2,58,5.68,5.74,3.55,2,2238
0.5,61.4,60,5.07,5.1,3.12,2,2238
0.52,61.7,55,5.15,5.2,3.19,4,2238
0.55,60.8,55,5.26,5.33,3.22,2,2238
0.74,62.7,60,5.78,5.73,3.61,3,2238
0.64,62,55,5.52,5.55,3.43,4,2238
0.58,62.6,56,5.37,5.27,3.33,3,2238
0.7,62.8,56,5.69,5.72,3.58,2,2239
0.7,62.6,58,5.66,5.68,3.55,2,2239
0.7,61.9,58,5.63,5.67,3.5,1,2239
0.7,62.7,61,5.59,5.67,3.53,1,2239
0.7,61.5,56,5.74,5.8,3.55,2,2239
0.7,58.7,60,5.85,5.88,3.44,2,2239
0.7,60.3,58,5.73,5.85,3.49,2,2239
0.97,61.6,53,6.4,6.43,3.95,4,2239
0.3,62.1,56,4.27,4.3,2.66,2,541
0.3,61.9,55,4.32,4.37,2.69,2,541
0.3,62.3,56,4.29,4.32,2.68,2,541
0.37,61.9,55,4.63,4.67,2.87,2,541
0.35,61.9,55,4.54,4.57,2.82,4,541
0.31,62.3,55,4.33,4.34,2.7,4,541
0.31,61.7,56,4.35,4.37,2.69,4,541
0.36,61.3,60,4.59,4.52,2.79,3,541
0.31,62.7,54,4.35,4.36,2.73,2,542
0.3,61.9,56,4.28,4.31,2.65,4,542
0.31,61.8,53.9,4.32,4.35,2.68,4,542
0.31,62.1,58,4.31,4.36,2.69,3,542
0.31,62.7,57,4.31,4.34,2.71,4,542
0.31,60.4,59,4.37,4.41,2.65,2,542
0.31,61.9,56,4.34,4.38,2.7,4,542
0.23,62.6,57,3.92,3.88,2.44,4,543
0.27,62.5,59,4.11,4.15,2.58,2,544
0.27,60.5,60,4.19,4.2,2.54,2,544
0.28,62,56,4.22,4.3,2.63,2,544
0.32,60.2,60,4.42,4.49,2.68,2,544
0.27,59.7,59,4.19,4.22,2.51,2,544
0.27,60,58,4.21,4.22,2.53,2,544
0.27,61,61,4.14,4.15,2.53,2,544
0.32,62.3,55,4.38,4.41,2.73,2,544
0.33,61.2,58.1,4.48,4.51,2.75,2,544
0.31,61.7,55,4.39,4.36,2.7,4,544
0.31,62,54,4.35,4.39,2.71,4,544
0.31,62.6,60,4.3,4.32,2.7,3,544
0.31,62.4,57,4.31,4.34,2.7,4,544
0.31,59.1,59,4.42,4.44,2.62,2,544
0.7,57.8,61,5.89,5.85,3.39,1,2239
0.7,59.4,60,5.77,5.74,3.42,3,2239
0.7,61.2,59,5.7,5.64,3.47,3,2239
0.71,59.1,63.4,5.76,5.81,3.42,1,2239
0.7,63,56,5.67,5.64,3.56,3,2239
0.7,61.2,55,5.76,5.68,3.5,4,2239
1.06,64.5,57,6.47,6.33,4.13,0,2239
0.71,63.1,60,5.6,5.69,3.56,2,2240
0.78,61.9,55,5.91,5.94,3.67,4,2240
0.7,62,54.1,5.7,5.73,3.55,4,2240
0.7,61.9,53.2,5.68,5.71,3.56,4,2240
0.7,62.1,54.6,5.68,5.72,3.54,4,2240
0.7,61.4,57,5.64,5.76,3.5,4,2240
0.71,64.1,58,5.6,5.63,3.6,1,2240
0.65,64,55.3,5.5,5.57,3.54,2,2241
0.63,59.9,57,5.57,5.62,3.35,2,2241
0.58,60.8,57,5.41,5.42,3.29,4,2241
0.7,66.7,59,5.49,5.45,3.65,0,2241
0.72,62.1,57,5.72,5.75,3.56,4,2241
0.65,60,60.4,5.6,5.7,3.39,1,2241
0.83,61.5,57,6.08,6.03,3.72,4,2241
0.83,59.1,60,6.13,6.12,3.62,3,2241
0.7,64,53,5.57,5.61,3.58,2,2242
0.61,61.6,54,5.45,5.49,3.37,4,2242
0.55,62.4,55,5.24,5.28,3.28,4,2242
0.65,60.6,60,5.58,5.61,3.39,4,2242
0.7,58.3,60,5.81,5.89,3.41,1,2242
0.7,63.7,58,5.62,5.65,3.59,1,2242
0.61,61.1,58,5.47,5.52,3.36,2,2243
0.64,60.9,59,5.6,5.63,3.42,3,2243
0.5,61.1,57,5.11,5.13,3.13,4,2243
0.62,61.2,56,5.49,5.52,3.37,4,2243
0.58,61.9,63,5.27,5.33,3.28,1,2243
0.67,64.4,57,5.55,5.6,3.6,1,2244
0.85,64.2,58,6.01,5.92,3.83,1,2244
0.7,60.5,58,5.73,5.77,3.48,3,2245
0.58,61.9,57,5.36,5.33,3.31,4,2245
0.58,60.4,57,5.42,5.37,3.26,4,2245
0.9,62.4,63,6.13,6.01,3.79,2,2245
0.52,62.3,57,5.18,5.13,3.21,4,2246
0.52,61.1,59,5.21,5.17,3.17,3,2246
0.8,64.2,55,5.89,5.83,3.76,1,2246
0.71,62.9,58,5.62,5.66,3.55,2,2246
0.73,59.7,59,5.81,5.94,3.51,3,2246
0.8,61.2,58,5.96,5.93,3.64,0,2246
0.61,61.9,57,5.42,5.46,3.37,4,2246
0.72,63.3,58,5.72,5.68,3.61,2,2246
0.78,61.7,55,5.92,5.88,3.64,4,2246
0.72,60.6,59,5.8,5.76,3.5,3,2246
0.72,60.6,62,5.81,5.77,3.51,3,2246
0.72,63.1,58,5.69,5.63,3.57,2,2246
0.77,61.6,58,5.9,5.88,3.63,3,2247
0.53,61.8,57,5.18,5.22,3.21,4,2247
0.53,61.4,56,5.2,5.24,3.21,4,2247
0.53,61.9,56,5.18,5.22,3.21,4,2247
0.7,63.6,62,5.61,5.55,3.55,1,2247
0.61,61.9,53,5.45,5.5,3.39,4,2248
0.75,59.2,60,5.87,5.92,3.49,4,2248
0.71,62,54,5.73,5.69,3.54,3,2249
0.72,62.5,56,5.71,5.74,3.58,4,2249
0.7,61.2,55,5.75,5.77,3.53,4,2249
0.71,58.1,61,5.81,5.79,3.37,3,2249
0.7,62.8,57,5.61,5.66,3.54,2,2250
0.53,61.4,57,5.17,5.2,3.18,4,2250
0.7,61.1,62,5.64,5.69,3.46,2,2250
0.53,62.5,57,5.12,5.18,3.22,4,2250
0.6,61.3,55,5.47,5.49,3.36,4,2250
0.44,59.2,57,4.96,5,2.95,1,2250
0.75,63,58,5.81,5.77,3.62,3,2250
0.7,68.5,58,5.47,5.34,3.7,0,2250
0.7,63.5,56,5.64,5.45,3.52,2,2250
0.75,63.9,56,5.76,5.71,3.66,1,2250
0.55,59.5,56,5.35,5.38,3.19,2,2251
0.7,61,59,5.72,5.65,3.47,3,2251
0.52,59.8,59,5.21,5.25,3.13,4,2251
0.52,61.9,55,5.17,5.2,3.21,4,2251
0.55,61.3,56,5.28,5.32,3.25,4,2251
0.71,62.3,56,5.68,5.72,3.55,1,2251
0.61,62.3,55,5.47,5.42,3.39,3,2251
0.78,61.8,59,5.85,5.9,3.63,2,2252
0.72,62.3,58,5.7,5.76,3.57,2,2252
0.72,60.8,56,5.79,5.83,3.53,4,2252
0.76,61.6,57,5.91,5.85,3.62,4,2253
0.7,61.4,56,5.73,5.8,3.54,1,2253
0.52,61.2,58,5.17,5.19,3.17,2,2254
0.59,62.6,58,5.34,5.39,3.36,2,2254
0.72,64.1,57,5.64,5.71,3.64,1,2254
0.52,62,55,5.16,5.19,3.21,4,2255
0.73,61.5,55,5.79,5.85,3.58,4,2255
0.73,60.5,59,5.83,5.88,3.54,4,2255
0.71,61.4,56,5.73,5.77,3.53,4,2255
0.71,61.7,55,5.74,5.77,3.55,4,2255
0.59,61.5,55,5.4,5.43,3.33,2,2256
0.71,61.9,63,5.69,5.74,3.54,2,2256
0.58,61.3,56,5.36,5.4,3.3,4,2256
0.73,62.2,55,5.81,5.71,3.58,3,2256
0.57,61.9,57,5.35,5.31,3.3,4,2257
0.7,62,60,5.67,5.72,3.53,2,2257
0.77,62.5,57,5.8,5.91,3.66,4,2257
0.77,62,57,5.84,5.87,3.63,4,2257
1.01,62.6,57,6.42,6.3,3.99,3,2257
0.71,61.6,53,5.79,5.73,3.55,4,2258
0.73,62,56,5.76,5.79,3.58,4,2258
0.71,64.1,56,5.64,5.6,3.6,1,2258
0.71,64.3,58,5.61,5.55,3.59,1,2258
0.67,63.8,57,5.53,5.48,3.51,1,2258
0.71,59.4,57,5.87,5.81,3.47,4,2258
0.71,60.1,63,5.72,5.69,3.43,2,2258
0.71,63.2,58,5.63,5.67,3.57,2,2259
0.53,61,56,5.26,5.24,3.2,4,2259
0.55,60.7,56,5.31,5.34,3.23,4,2259
0.57,62,55,5.33,5.35,3.31,4,2259
0.7,62,55,5.69,5.73,3.54,4,2259
0.83,63.1,61,5.96,5.92,3.75,2,2259
0.5,60,56,5.18,5.21,3.12,2,2260
1.07,59.8,59,6.68,6.62,3.98,3,2260
0.56,62.2,54.3,5.26,5.29,3.28,4,2260
0.62,61.9,57,5.47,5.44,3.38,4,2260
0.73,61.6,57,5.79,5.81,3.57,4,2260
0.74,63.1,55,5.77,5.74,3.63,2,2261
0.74,62.8,59,5.71,5.76,3.6,2,2262
0.71,62.5,57,5.68,5.74,3.57,4,2262
0.71,60.2,57,5.77,5.83,3.49,4,2262
0.71,60.3,60,5.76,5.79,3.48,3,2262
0.77,63.4,58,5.81,5.74,3.66,2,2262
0.76,61.1,58,5.91,5.85,3.59,3,2262
0.77,58.6,64,6.01,5.93,3.5,1,2262
0.72,61.5,59,5.78,5.73,3.54,3,2262
0.7,62,59,5.61,5.68,3.5,2,2263
0.7,61.5,60,5.65,5.7,3.49,2,2263
0.7,59.8,58,5.72,5.85,3.46,2,2263
0.7,62.6,55,5.62,5.69,3.54,2,2263
0.8,59.7,58,6.03,6.09,3.62,2,2263
0.58,61.8,56,5.37,5.41,3.33,4,2263
0.53,61.9,55,5.19,5.22,3.22,4,2263
0.6,61.4,55,5.45,5.47,3.35,4,2263
0.6,61.7,56,5.39,5.44,3.34,4,2263
0.7,63.3,59,5.57,5.62,3.54,2,2264
0.7,63.5,59,5.59,5.65,3.57,2,2264
0.7,63.4,59,5.59,5.64,3.56,2,2264
0.7,61.1,59,5.68,5.78,3.5,2,2264
0.7,59.9,57,5.74,5.82,3.46,4,2264
0.7,60.5,58,5.77,5.84,3.51,3,2264
0.71,61.5,55,5.74,5.78,3.54,4,2264
0.71,61.1,56,5.75,5.77,3.52,4,2264
0.7,63.3,56,5.6,5.65,3.56,1,2264
0.77,62.3,55,5.88,5.93,3.68,1,2264
0.7,58.7,61,5.77,5.81,3.4,1,2264
0.7,60.5,59,5.73,5.67,3.45,3,2264
0.74,63.1,56,5.78,5.75,3.64,2,2264
1,59,60,6.49,6.43,3.82,3,2264
0.78,63.5,56,5.82,5.86,3.71,2,2265
0.72,62.8,59,5.69,5.74,3.59,2,2265
0.72,62.1,58,5.69,5.72,3.54,3,2265
0.72,59.8,57,5.86,5.91,3.52,4,2265
0.71,63.1,57,5.66,5.71,3.59,4,2265
0.72,62.3,55,5.79,5.69,3.58,4,2265
0.61,61.5,57,5.45,5.48,3.36,2,2266
0.71,60.7,60,5.73,5.76,3.49,2,2266
0.71,61.2,61,5.66,5.71,3.48,2,2266
0.53,61.6,56,5.2,5.22,3.21,4,2266
0.71,61.7,55,5.71,5.74,3.53,4,2266
0.71,62.3,56,5.68,5.72,3.55,4,2266
0.55,60.8,60,5.26,5.36,3.23,1,2266
0.71,61.9,59,5.71,5.67,3.52,3,2266
0.71,63.4,57,5.7,5.63,3.59,2,2266
0.71,62,58,5.75,5.72,3.55,4,2266
0.7,62.3,57,5.62,5.65,3.51,2,2267
0.52,61.7,56,5.15,5.19,3.19,4,2267
0.7,60.1,65,5.7,5.65,3.41,1,2268
0.7,62.2,57,5.74,5.71,3.56,3,2268
0.55,62,55,5.26,5.29,3.27,4,2268
0.7,62.2,55,5.73,5.69,3.55,4,2268
0.7,62.6,56,5.69,5.66,3.55,4,2268
0.7,63.9,65,5.6,5.56,3.56,1,2268
0.7,58,60,5.91,5.88,3.42,3,2268
0.7,57.5,62,5.81,5.78,3.33,1,2268
0.7,60,60,5.69,5.65,3.51,3,2268
0.7,62.5,62,5.63,5.57,3.5,3,2268
0.7,60.8,59,5.71,5.68,3.46,3,2268
0.7,65,56,5.6,5.5,3.61,0,2268
0.7,58.5,60,5.85,5.81,3.41,3,2268
0.7,61.9,58,5.64,5.6,3.48,3,2268
0.75,62.7,58,5.82,5.76,3.63,3,2268
0.7,61.8,59,5.76,5.67,3.53,3,2268
0.73,62.9,56,5.79,5.75,3.63,4,2269
0.53,61,57,5.23,5.26,3.22,4,2269
0.6,60.8,56,5.45,5.48,3.32,2,2270
0.6,60,58,5.5,5.56,3.32,2,2270
